Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
60995.0,-1.26253147395372,-4.15323190420931,-1.07528056770358,0.866288555752237,-1.73393133478341,-0.0454812572786526,1.49711883394056,-0.298923245926947,-0.138503386801063,-0.639467557528253,1.81711695642321,0.926364353873904,-0.0934993477576842,0.818377382185912,0.817830845045578,0.215317704649999,-0.129880745497045,-0.118099437273313,-0.528980574754102,2.48352198569563,0.878188915793643,-0.34090273953488,-1.12614412715743,0.36591777634068,-0.229625583883127,0.967256736599776,-0.316518846166534,0.210000053196421,1279.02
131547.0,2.16153186938993,-0.985545901317607,-0.713296484772367,-1.14036079485691,-0.66905697355135,0.109325360469608,-0.974001348495998,-0.0294519905917479,-0.0127861860612348,0.665700019289013,-1.36034233273499,0.450165859481342,1.72478186672324,-0.575379039776296,0.452253874844671,-0.902865324381721,-0.467964607904545,0.812375287190407,-0.445523973494415,-0.413468201962864,-0.627114131939504,-1.23388508773032,0.461507389197738,0.0416627422035324,-0.7515025051911,0.902216661789365,-0.0539078374565791,-0.0430987459619141,23.32
71909.0,-0.606860210402235,0.2339232209542,2.63336127229072,-0.155762482716187,-0.328850495794529,-0.0705925805216445,0.173022745190169,0.113394255560802,0.680147434372253,-0.686650772819764,-0.577989534941486,-0.326136010512517,-1.28175693081955,-0.47431478651599,-0.0616683477133376,-0.128197725033511,-0.0560813735960385,-0.573080321614005,-1.0038421478213,-0.129286991040278,0.0073931103694415,0.26504453323586,-0.0406146067769785,0.40608834421961,-0.498823343979788,0.121850913560427,-0.0468399360489871,-0.0872585847728724,11.5
65595.0,1.32873186609568,-0.581801024066962,0.307399579766707,-0.491634681352777,-0.786678835059219,-0.400280058449665,-0.466810255166781,-0.109662397074767,-0.606909689144723,0.440225101976478,-0.291921895490891,0.0258255963851698,0.565172105315086,-0.492564876993908,-0.375889771043488,0.152688123395075,0.965864336627874,-2.26998370964466,0.568933537192348,0.0814578045006633,0.0969483922882857,0.41265722484765,-0.0959205249235083,0.14666886406632,0.627491648090637,-0.120186485348494,0.0229171379371165,0.0093328855442243,26.9
71033.0,-3.17081841545902,0.185734554774403,-3.39985157931162,3.76115529034876,-2.14804702797609,-1.59894442520531,-2.51956531805231,1.31621501070214,-2.40010611621824,-4.99341703829647,4.44719176626515,-5.29376010254684,-1.41957829927441,-6.42527621352443,0.914083034195792,-3.51519716625381,-6.34745330751181,-0.90351216582405,1.19160626766329,1.93225372509724,1.09205113380931,-0.0410804286307278,0.904395217733676,0.180015601586537,0.0499703397242655,-0.257099837784436,0.859281566487016,0.225924185725605,426.4
142419.0,1.87776878827732,-1.32039612564474,-0.838143815919373,-0.319261573596585,-0.916782862786988,-0.100730624085076,-0.668276365707488,-0.0215339480229173,0.134654281742361,0.691508955214841,-1.54324671061655,-0.233604422028027,-0.253355061578451,-0.157175643956484,-0.167729019314007,-1.27033699028114,-0.0785860980834693,0.735376045558637,-0.416537042606371,-0.333392711685934,-0.742437178828557,-1.88456036608599,0.447064546965562,0.398406644581433,-0.751948794150639,0.116801253286256,-0.0526646791806359,-0.0150964760247328,146.81
166013.0,2.04974397705414,0.0819256356845157,-1.78195879639863,0.561270974996224,0.0232163722456867,-1.50839750809972,0.121655838380163,-0.252126629445694,0.901708476074512,-0.460263849322761,-0.623845826432414,-1.04585536851852,-2.1004510093768,-0.411917916868553,1.18441134047836,0.274784158615665,0.652166344201656,0.711679700903037,-0.505200339816873,-0.347305249935323,0.170656305582058,0.579845919587797,0.0113743410854556,-0.143046717693988,0.168359957029373,-0.0910880460607781,-0.0112216442150742,-0.0342105235512069,1.56
43694.0,0.398712668615664,1.72482350935285,-3.79492535399804,0.528056305675663,3.16399282840455,2.33521565184228,0.0054511885331152,1.11066788466978,-0.572589650304402,-1.2409708648241,0.797052441415289,-0.687141238258744,-0.218388305113853,-3.09573316722207,1.2453704590581,1.2761493090606,2.48897126136145,1.99645195368249,-0.0398013583692929,0.0914696086323137,-0.141770831030878,-0.485936971654215,0.123842021367187,0.653565294205263,-0.286417043247437,-0.395777919506644,-0.0010244681799913,-0.0580183550426908,1.79
158638.0,-5.97611932262173,-7.19697963053735,-5.38831591092631,5.104798647287,4.67653286692543,-5.56687006039983,-4.29118042196746,0.876530560032016,-1.07547808735089,-3.27256917385192,1.1682159434835,-2.13473197122041,1.12831321986543,-4.56600986017187,-0.126950406755583,-2.82698551177892,-2.86574970146517,-0.912934238200631,0.421144082740547,3.13633813209484,1.45936905794799,-0.13626168712612,0.848177173598492,-0.269916379777294,-1.09505960437355,-0.710905241951938,0.565846302250925,-1.03410718662341,296.0
145178.0,0.128588052252157,0.883679876263834,-0.596103350796082,-0.759732888820714,1.10865549648255,-0.200723831305442,0.767026875182348,0.158831379718094,-0.095781899812842,-0.637619213487584,0.452366985066622,-0.19823728140873,-1.20928292570348,-0.602129850605742,-0.727517004743122,0.656565954508382,0.0778602054703832,0.484181027192471,0.165884993263181,-0.0411625977241247,-0.328015351065437,-0.879644943480379,0.0468906600075392,-0.0018492031331183,-0.447535906000353,0.131684923849593,0.213564782706708,0.0663946193594196,2.58
